report_run_id,report_date,rank,risk_id,cluster_id,event_type,primary_asset_or_service,title,risk_category,business_function,score_used,likelihood_used,impact_used,evidence_strength,confidence,internal_signals_used,internal_outage_refs,recommended_actions_top,framework_mapping,executive_summary
31948706-732d-4627-862e-2c65da85b999,2026-03-23,18,RISK-OUTAGE_NETWORK-NETWORK-ED8652FB,CL-000028,OUTAGE_NETWORK,network,Network outage disrupts connectivity to critical services,Technology,Network Infrastructure,15,3,5,Weak,Medium,True,INC-0004,Increase network redundancy | Improve failover testing,NIST CP-2; NIST SC-5; ISO22301 8.4,Risk signal (Weak): OUTAGE_NETWORK affecting network in Network Infrastructure. Evidence window: 2025-07-25 to 2025-07-25 across 1 source(s). Representative sources: SpaceX probes for cause of Starlink's global satellite network outage - Reuters
31948706-732d-4627-862e-2c65da85b999,2026-03-23,19,RISK-OUTAGE_APPLICATION-SYSTEM-E6F87C4A,CL-000036,OUTAGE_APPLICATION,system,Critical application outage disrupts business operations,Technology,Identity & Access Management,15,3,5,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting system in Identity & Access Management. Evidence window: 2025-08-28 to 2025-08-28 across 1 source(s). Representative sources: Managing time and attendance: Update to Kronos transition plan, system outage scheduled - Clemson News | Managing time and attendance: Update to Kronos transition plan, system outage scheduled - Clemson News"
31948706-732d-4627-862e-2c65da85b999,2026-03-23,20,RISK-OUTAGE_APPLICATION-UNKNOWN-72055D9F,CL-000045,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Supplier Integration,15,3,5,Weak,Medium,True,INC-0003,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Supplier Integration. Evidence window: 2025-10-02 to 2025-10-02 across 1 source(s). Representative sources: Border services’ kiosk outage resolved at Canadian airports - CityNews Edmonton
31948706-732d-4627-862e-2c65da85b999,2026-03-23,21,RISK-OUTAGE_APPLICATION-UNKNOWN-E696CE94,CL-000051,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Identity & Access Management,15,3,5,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Identity & Access Management. Evidence window: 2025-10-08 to 2025-10-08 across 1 source(s). Representative sources: Microsoft 365 outage disrupts Teams and Exchange access globally - Techzine Global
31948706-732d-4627-862e-2c65da85b999,2026-03-23,22,RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000054,SECURITY_RANSOMWARE,UNKNOWN,Ransomware disrupts operations and recovery capabilities,Cyber,Cybersecurity,15,3,5,Weak,Medium,True,INC-0006,Harden privileged access | Immutable backups + frequent restore testing,NIST IR-4; NIST CP-9; NIST AC-2,Risk signal (Weak): SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity. Evidence window: 2025-10-10 to 2025-10-10 across 1 source(s). Representative sources: The Fight Against Ransomware Heats Up on the Factory Floor - Dark Reading
31948706-732d-4627-862e-2c65da85b999,2026-03-23,23,RISK-OUTAGE_APPLICATION-UNKNOWN-E696CE94,CL-000055,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Identity & Access Management,15,3,5,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Identity & Access Management. Evidence window: 2025-10-13 to 2025-10-13 across 1 source(s). Representative sources: Microsoft investigates outage affecting Microsoft 365 apps - BleepingComputer
31948706-732d-4627-862e-2c65da85b999,2026-03-23,24,RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000059,OUTAGE_CLOUD_REGION,cloud,Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,15,3,5,Weak,Medium,True,INC-0005,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-20 to 2025-10-20 across 1 source(s). Representative sources: The AWS US-East Outage: A Wake-Up Call For Cloud Resilience - Forrester
31948706-732d-4627-862e-2c65da85b999,2026-03-23,25,RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000060,OUTAGE_CLOUD_REGION,cloud,Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,15,3,5,Weak,Medium,True,INC-0005,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,"Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-20 to 2025-10-20 across 1 source(s). Representative sources: Amazon cloud computing outage disrupts Snapchat, Ring and many other online services - PBS"
31948706-732d-4627-862e-2c65da85b999,2026-03-23,26,RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000061,OUTAGE_CLOUD_REGION,cloud,Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,15,3,5,Weak,Medium,True,INC-0005,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-10-20 to 2025-10-20 across 1 source(s). Representative sources: Amazon Cloud Outage Reveals Democratic Deficit in Relying on Big Tech - Tech Policy Press
31948706-732d-4627-862e-2c65da85b999,2026-03-23,27,RISK-OUTAGE_APPLICATION-UNKNOWN-B542C682,CL-000062,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Cloud Infrastructure,15,3,5,Weak,Medium,True,INC-0005,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Cloud Infrastructure. Evidence window: 2025-10-20 to 2025-10-20 across 1 source(s). Representative sources: AWS services recover after daylong outage hits major sites - CNBC | AWS services recover after daylong outage hits major sites - CNBC
31948706-732d-4627-862e-2c65da85b999,2026-03-23,28,RISK-OUTAGE_APPLICATION-UNKNOWN-B542C682,CL-000063,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Cloud Infrastructure,15,3,5,Weak,Medium,True,INC-0005,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Cloud Infrastructure. Evidence window: 2025-10-20 to 2025-10-20 across 1 source(s). Representative sources: Outage at Amazon Web Services disrupts websites across the internet - NPR
31948706-732d-4627-862e-2c65da85b999,2026-03-23,29,RISK-OUTAGE_APPLICATION-UNKNOWN-B542C682,CL-000064,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Cloud Infrastructure,15,3,5,Weak,Medium,True,INC-0005,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Cloud Infrastructure. Evidence window: 2025-10-20 to 2025-10-20 across 1 source(s). Representative sources: What the Huge AWS Outage Reveals About the Internet - WIRED
31948706-732d-4627-862e-2c65da85b999,2026-03-23,30,RISK-OUTAGE_APPLICATION-UNKNOWN-E696CE94,CL-000065,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Identity & Access Management,15,3,5,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Identity & Access Management. Evidence window: 2025-10-20 to 2025-10-20 across 1 source(s). Representative sources: AWS outage: Impact on Apps & Services - Panda Security - pandasecurity.com
31948706-732d-4627-862e-2c65da85b999,2026-03-23,31,RISK-OUTAGE_APPLICATION-UNKNOWN-B542C682,CL-000073,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Cloud Infrastructure,15,3,5,Weak,Medium,True,INC-0005,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Cloud Infrastructure. Evidence window: 2025-10-21 to 2025-10-21 across 1 source(s). Representative sources: What caused Amazon’s AWS outage, and why did so many major apps go offline? - Al Jazeera"
31948706-732d-4627-862e-2c65da85b999,2026-03-23,32,RISK-OUTAGE_APPLICATION-UNKNOWN-B542C682,CL-000074,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Cloud Infrastructure,15,3,5,Weak,Medium,True,INC-0005,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Cloud Infrastructure. Evidence window: 2025-10-21 to 2025-10-21 across 1 source(s). Representative sources: What caused the AWS outage - and why did it make the internet fall apart? - BBC
31948706-732d-4627-862e-2c65da85b999,2026-03-23,33,RISK-OUTAGE_APPLICATION-UNKNOWN-B542C682,CL-000075,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Cloud Infrastructure,15,3,5,Weak,Medium,True,INC-0005,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Cloud Infrastructure. Evidence window: 2025-10-21 to 2025-10-21 across 1 source(s). Representative sources: AWS outage update: What happened and why? - Mashable
31948706-732d-4627-862e-2c65da85b999,2026-03-23,34,RISK-OUTAGE_APPLICATION-UNKNOWN-E696CE94,CL-000081,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Identity & Access Management,15,3,5,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Identity & Access Management. Evidence window: 2025-10-31 to 2025-10-31 across 1 source(s). Representative sources: Microsoft’s Eight-Hour Azure Outage: 5 Things We’ve Learned So Far - crn.com
31948706-732d-4627-862e-2c65da85b999,2026-03-23,35,RISK-SECURITY_BREACH-UNKNOWN-3FD148F9,CL-000082,SECURITY_BREACH,UNKNOWN,Third-party breach increases data exposure and compliance risk,Cyber,Cybersecurity,15,3,5,Weak,Medium,True,INC-0006,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Cybersecurity. Evidence window: 2025-11-03 to 2025-11-03 across 1 source(s). Representative sources: Japanese retailer Askul confirms data leak after cyberattack claimed by Russia-linked group - The Record from Recorded Future News
31948706-732d-4627-862e-2c65da85b999,2026-03-23,36,RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000084,SECURITY_RANSOMWARE,UNKNOWN,Ransomware disrupts operations and recovery capabilities,Cyber,Cybersecurity,15,3,5,Weak,Medium,True,INC-0006,Harden privileged access | Immutable backups + frequent restore testing,NIST IR-4; NIST CP-9; NIST AC-2,Risk signal (Weak): SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity. Evidence window: 2025-11-07 to 2025-11-07 across 1 source(s). Representative sources: TRACKING RANSOMWARE : OCTOBER 2025 - cyfirma
31948706-732d-4627-862e-2c65da85b999,2026-03-23,37,RISK-OUTAGE_APPLICATION-UNKNOWN-B542C682,CL-000085,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Cloud Infrastructure,15,3,5,Weak,Medium,True,INC-0005,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Cloud Infrastructure. Evidence window: 2025-11-14 to 2025-11-14 across 1 source(s). Representative sources: How Should We Address the Amazon Web Services Outage? - ProMarket
31948706-732d-4627-862e-2c65da85b999,2026-03-23,38,RISK-OUTAGE_APPLICATION-UNKNOWN-72055D9F,CL-000088,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Supplier Integration,15,3,5,Weak,Medium,True,INC-0003,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Supplier Integration. Evidence window: 2025-11-18 to 2025-11-18 across 1 source(s). Representative sources: Cloudflare traces hours-long outage to one single file - Axios
31948706-732d-4627-862e-2c65da85b999,2026-03-23,39,RISK-OUTAGE_APPLICATION-UNKNOWN-E696CE94,CL-000089,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Identity & Access Management,15,3,5,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Identity & Access Management. Evidence window: 2025-11-18 to 2025-11-18 across 1 source(s). Representative sources: Cloudflare outage on November 18, 2025 - The Cloudflare Blog | Cloudflare outage on November 18, 2025 - The Cloudflare Blog"
31948706-732d-4627-862e-2c65da85b999,2026-03-23,40,RISK-OUTAGE_APPLICATION-UNKNOWN-EF219986,CL-000091,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Network Infrastructure,15,3,5,Weak,Medium,True,INC-0004,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Network Infrastructure. Evidence window: 2025-11-18 to 2025-11-18 across 1 source(s). Representative sources: Cloudflare outage on November 18, 2025 - The Cloudflare Blog | Cloudflare outage on November 18, 2025 - The Cloudflare Blog"
31948706-732d-4627-862e-2c65da85b999,2026-03-23,41,RISK-OUTAGE_APPLICATION-UNKNOWN-E696CE94,CL-000102,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Identity & Access Management,15,3,5,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Identity & Access Management. Evidence window: 2025-12-01 to 2025-12-01 across 1 source(s). Representative sources: Shopify Outage Resolved After Disrupting Cyber Monday Sales - The Tech Buzz
31948706-732d-4627-862e-2c65da85b999,2026-03-23,42,RISK-OUTAGE_APPLICATION-UNKNOWN-72055D9F,CL-000105,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Supplier Integration,15,3,5,Weak,Medium,True,INC-0003,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Supplier Integration. Evidence window: 2025-12-05 to 2025-12-05 across 1 source(s). Representative sources: Delta Cancels 100s of Flights at Detroit Amid Outage, DL208 Diverted and More - Aviation A2Z"
31948706-732d-4627-862e-2c65da85b999,2026-03-23,43,RISK-OUTAGE_APPLICATION-UNKNOWN-E696CE94,CL-000108,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Identity & Access Management,15,3,5,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Identity & Access Management. Evidence window: 2025-12-08 to 2025-12-08 across 1 source(s). Representative sources: Banks, Shopify, Zoom Hit Again as Cloudflare's Second December Outage Reveals Your Internet's Fragility - International Business Times UK"
31948706-732d-4627-862e-2c65da85b999,2026-03-23,44,RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000112,OUTAGE_CLOUD_REGION,cloud,Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,15,3,5,Weak,Medium,True,INC-0005,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2025-12-21 to 2025-12-21 across 1 source(s). Representative sources: The Cloud Oligopoly: What the AWS Outage Revealed About the Internet - Bruin Political Review
31948706-732d-4627-862e-2c65da85b999,2026-03-23,45,RISK-OUTAGE_APPLICATION-UNKNOWN-EF219986,CL-000123,OUTAGE_APPLICATION,UNKNOWN,Critical application outage disrupts business operations,Technology,Network Infrastructure,15,3,5,Weak,Medium,True,INC-0004,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Network Infrastructure. Evidence window: 2026-01-15 to 2026-01-15 across 1 source(s). Representative sources: Verizon restores wireless service after massive outage - Light Reading
